id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<total arctic region prop>	score<total arctic region avg.year>	weight<USA arctic region prop>	score<USA arctic region avg.year>	weight<UK arctic region prop>	score<UK arctic region avg.year>	weight<Germany arctic region prop>	score<Germany arctic region avg.year>	weight<Canada arctic region prop>	score<Canada arctic region avg.year>	weight<Norway arctic region prop>	score<Norway arctic region avg.year>	weight<Russia arctic region prop>	score<Russia arctic region avg.year>	weight<France arctic region prop>	score<France arctic region avg.year>	weight<Peoples R China arctic region prop>	score<Peoples R China arctic region avg.year>	weight<Australia arctic region prop>	score<Australia arctic region avg.year>	weight<Japan arctic region prop>	score<Japan arctic region avg.year>	weight<Denmark arctic region prop>	score<Denmark arctic region avg.year>	weight<Sweden arctic region prop>	score<Sweden arctic region avg.year>	weight<Italy arctic region prop>	score<Italy arctic region avg.year>	weight<Netherlands arctic region prop>	score<Netherlands arctic region avg.year>	weight<Spain arctic region prop>	score<Spain arctic region avg.year>	weight<Finland arctic region prop>	score<Finland arctic region avg.year>	weight<Switzerland arctic region prop>	score<Switzerland arctic region avg.year>	weight<New Zealand arctic region prop>	score<New Zealand arctic region avg.year>	weight<South Korea arctic region prop>	score<South Korea arctic region avg.year>	weight<Poland arctic region prop>	score<Poland arctic region avg.year>	weight<AWI arctic region prop>	score<AWI arctic region avg.year>	weight<BAS arctic region prop>	score<BAS arctic region avg.year>	weight<NOAA arctic region prop>	score<NOAA arctic region avg.year>	weight<NIPR arctic region prop>	score<NIPR arctic region avg.year>	weight<AAD arctic region prop>	score<AAD arctic region avg.year>	weight<NPI arctic region prop>	score<NPI arctic region avg.year>	weight<KOPRI arctic region prop>	score<KOPRI arctic region avg.year>	weight<AARI arctic region prop>	score<AARI arctic region avg.year>	weight<PRIC arctic region prop>	score<PRIC arctic region avg.year>
alta	-0.293	0.4048	2	11	26	0.0675374031296146	2008.08474576271	0.022481292353149	2004.28571428571	0.0468735352020249	2011.2	0.0276421266009398	2013.66666666667	0.0175213176030838	2009	0.32620997270488	2008.18367346939	0.0169362350749428	2017	0.0225326723749437	2017	0	1990	0	1990	0.191265540325151	2003	0.0116754232340922	2004	0.04004004004004	2008	0.0635324015247776	2018	0	1990	0	1990	0.0322788896061975	2019	0	1990	0	1990	0	1990	0.0376506024096386	2017	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
ameralik fjord	0.6958	-0.1283	5	3	10	0.00801291223571699	2006.85714285714	0.003211613193307	2015	0	1990	0.0276421266009398	2011	0.00584043920102792	2010	0	1990	0	1990	0	1990	0.0310655483069276	2009	0.157645822385707	2010	0	1990	0.0467016929363689	2005.75	0.04004004004004	2011	0	1990	0.0378071833648393	2006	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
amerasia basin	-0.5825	-0.1055	9	59	484	0.148811227234744	2012.10769230769	0.167003886051964	2010.34615384615	0.13124589856567	2012.92857142857	0.230351055007832	2014.08	0.151851419226726	2013.69230769231	0.133146927634645	2012.5	0.364129054111271	2012.83720930233	0.067598017124831	2015.66666666667	0.186393289841566	2018.16666666667	0.157645822385707	2010.33333333333	0.15938795027096	2014.8	0.116754232340922	2013.3	0.32032032032032	2012.8125	0	1990	0.0378071833648393	2019	0.0754716981132076	2016	0	1990	0.160170848905499	2014.33333333333	0	1990	0.334448160535117	2016.33333333333	0.0376506024096386	2018	0.273722627737226	2015.25	0	1994	0.0834492350486787	2006	0.148588410104012	2014	0	2000	0	1995	0.650759219088937	2016.33333333333	0	1996.5	0	2003
ammassalik island	0.964	-0.2522	10	4	38	0.0217493332112318	2008.52631578947	0.03211613193307	2008.8	0.00937470704040499	2018	0.00921404220031328	2011	0	1990	0.0133146927634645	2013	0	1990	0.0225326723749437	2013	0	1990	0	1990	0	1990	0.163455925277291	2007.28571428571	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
amukta pass	-0.307	-0.8912	8	5	20	0.0137364209755148	2009.08333333333	0.035327745126377	2009.81818181818	0	1990	0	1990	0.00584043920102792	2001	0	1990	0.00846811753747142	2016	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0.19471488178025	2007	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
amund ringnes island	-0.1948	-0.2784	1	9	13	0.00572350873979785	2007	0.003211613193307	2003	0	1990	0	1990	0.0233617568041117	2008	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
amundsen basin	-0.6362	-0.0579	9	41	375	0.112180771300038	2007.90816326531	0.150945820085429	2005.85106382979	0.0562482422424299	2008.33333333333	0.368561688012531	2007.575	0.105127905618503	2004.94444444444	0.0732308101990547	2010.18181818182	0.143957998137014	2011.82352941176	0.067598017124831	2016.33333333333	0.0310655483069276	2018	0.105097214923805	2016.5	0.0637551801083838	2004.5	0.0467016929363689	2015	0.520520520520521	2007.38461538462	0.0635324015247776	1999	0.264650283553875	2014.42857142857	0.0754716981132076	2017	0.225952227243383	2011.28571428571	0.213561131873999	2012	0	1990	0.111482720178372	2018	0	1990	0.752737226277372	2007.90909090909	0	1994	0	1992	0	1997	0	2000	0.040766408479413	2011	0	2006	0.524246395806029	2005.5	0	2003
amundsen gulf	-0.1478	-0.4661	1	52	315	0.171705262193935	2011.06	0.0931367826059029	2011.44827586207	0.159370019686885	2011.11764705882	0.0737123376025062	2012.125	0.747576217731574	2011.140625	0.0732308101990547	2013.54545454545	0.00846811753747142	2018	0.270392068499324	2013.33333333333	0.0621310966138552	2013.5	0.315291644771414	2008.83333333333	0.191265540325151	2011.66666666667	0.0467016929363689	2017	0.14014014014014	2010.85714285714	0	1990	0.0378071833648393	2019	0.30188679245283	2013.75	0	1990	0	1990	0	1990	0	1990	0.150602409638554	2015.25	0.0456204379562044	2015	0	1994	0.0834492350486787	2016	0	1997	0	2000	0.163065633917652	2013.5	0	2006	0	1996.5	0	2003
anaktuvuk pass	-0.608	-0.6463	11	2	3	0.00343410524387871	2009.66666666667	0.00963483957992099	2009.66666666667	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
andenes	-0.2582	0.396	2	11	33	0.107601964308199	2007.23404255319	0.067443877059447	2008.04761904762	0.13124589856567	2006.92857142857	0.663411038422556	2006.55555555556	0.0817661488143908	2005.71428571429	0.166433659543306	2008.28	0.0338724701498857	2003.25	0.067598017124831	2001.33333333333	0.0310655483069276	2013	0.47293746715712	2008.22222222222	0.51004144086707	2008.6875	0.0350262697022767	2002.33333333333	0.14014014014014	2008.85714285714	0.127064803049555	2014	0.113421550094518	2012.33333333333	0.452830188679245	2010.66666666667	0.193673337637185	2011.16666666667	0.160170848905499	2016.33333333333	0.213675213675214	2005	0	1990	0.0753012048192771	2016	0.0912408759124088	2010.5	0.139275766016713	2003	0.0278164116828929	1996	1.1887072808321	2012.5	8.33333333333333	2008.25	0	1995	0	2006	0	1996.5	0	2003
apatity	-0.4299	0.2994	2	14	43	0.0698268066255337	2006.08196721312	0.016058065966535	2010	0.00937470704040499	2009	0	1990	0.0175213176030838	2002.66666666667	0.0599161174355902	2003.11111111111	0.423405876873571	2005.88	0.0450653447498873	2002.5	0.0621310966138552	2008	0	1990	0.0318775900541919	2019	0	1990	0.04004004004004	2007	0	1990	0	1990	0	1990	0.225952227243383	2014	0.0533902829684997	2006	0	1990	0.111482720178372	2013	0.0753012048192771	2017	0	1994.5	0.139275766016713	2018	0	1992	0.148588410104012	2019	0	2000	0.040766408479413	1996	0	2006	0.131061598951507	2015	0	2003
arctic archipelago	-0.1104	-0.2855	1	114	1947	0.801291223571699	2009.33857142857	0.517069724122427	2010.14906832298	0.712477735070779	2010.61842105263	0.56205657421911	2012.13114754098	2.47634622123584	2009.07311320755	0.725650755608814	2009.88990825688	0.279447878736557	2009	0.766110860748085	2011.85294117647	0.77663870767319	2014.52	0.998423541776143	2010.89473684211	0.382531080650303	2009.75	0.233508464681845	2013.6	0.480480480480481	2011.91666666667	0.317662007623888	2013.4	0.907372400756144	2013.20833333333	0.528301886792453	2014.57142857143	0.451904454486766	2011.64285714286	0.640683395621997	2009.33333333333	0.213675213675214	2008	0.334448160535117	2017.33333333333	0.715361445783133	2014.10526315789	0.501824817518248	2012.72727272727	0.278551532033426	2012	0.250347705146036	2009.22222222222	0.297176820208024	2017.5	2.08333333333333	2014.5	1.05992662046474	2007.65384615385	0.216919739696312	2017	0	1996.5	0	2003
arctic bay	-0.0557	-0.3937	1	20	30	0.0263281402030701	2003.47826086957	0.00963483957992099	2000	0	1990	0	1990	0.0934470272164467	2004.5	0.0133146927634645	2000.5	0.00846811753747142	2018	0.0225326723749437	2009	0	1990	0.0525486074619023	2017	0	1990	0.0116754232340922	2006	0.02002002002002	2006	0	1990	0.0378071833648393	2006	0	1990	0	1990	0	1990	0	1990	0	1990	0.0376506024096386	2001	0	1994.5	0	1994	0	1992	0	1997	0	2000	0.040766408479413	2002	0	2006	0	1996.5	0	2003
arctic ocean	-0.3535	-0.0833	9	171	8530	6.46642017422361	2009.88847583643	7.89093361595529	2009.1803011803	5.62482422424299	2011.68833333333	9.88666728093615	2009.73811742777	6.20838687069268	2009.72248353716	4.58025431063178	2011.99709302326	6.48657803370311	2010.43603133159	7.50337990085624	2012.81981981982	13.7620378999689	2014.33182844244	6.20073568050447	2012.44915254237	11.3165444692381	2012.00563380282	2.53356684179802	2011.88479262673	9.36936936936937	2009.42307692308	4.51080050825921	2013.05633802817	5.55765595463138	2012.58503401361	10.4905660377358	2013.84892086331	5.51969012265978	2010.7485380117	5.28563801388147	2012.36363636364	3.84615384615385	2015.22222222222	16.6109253065775	2014.89932885906	4.02861445783133	2013.8785046729	14.0967153284672	2010.63915857605	4.45682451253482	2013.3125	6.75938803894298	2009.69547325103	8.91530460624071	2014.73333333333	8.33333333333333	2014	7.05258866693844	2012.7225433526	21.2581344902386	2015.52040816327	16.2516382699869	2010.00806451613	23.3183856502242	2012.76923076923
arkhangelsk oblast	-0.463	0.4808	2	8	18	0.050366876910221	2012.38636363636	0.003211613193307	2015	0.01874941408081	2012.5	0.00921404220031328	2019	0	1990	0.026629385526929	2012.75	0.321788466423914	2012.05263157895	0	1990	0	1990	0	1990	0	1990	0	1990	0.02002002002002	2008	0.0635324015247776	2011	0	1990	0	1990	0.161394448030988	2014.2	0	1990	0	1990	0	1990	0.112951807228916	2015.33333333333	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
attawapiskat river	0.0636	-0.9893	6	2	5	0.00915761398367655	2006.625	0.003211613193307	2014	0	1990	0	1990	0.0408830744071954	2008.57142857143	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
austfonna	0.0458	0.9383	4	19	86	0.0572350873979785	2008.6	0.035327745126377	2007.45454545455	0.121871191525265	2007.61538461538	0.0644982954021929	2014.71428571429	0.0350426352061675	2010.66666666667	0.186405698688503	2009.17857142857	0.0254043526124143	1999.66666666667	0.0901306894997747	2008.5	0.12426219322771	2015	0.157645822385707	2014.66666666667	0.191265540325151	2005.16666666667	0.0233508464681845	2016	0.2002002002002	2004.4	0	1990	0.378071833648393	2011.9	0	1990	0.193673337637185	2011.33333333333	0.480512546716498	2013.33333333333	0	1990	0	1990	0.0753012048192771	2013.5	0.0456204379562044	2015.5	0	1994	0	1992	0.742942050520059	2004	0	2000	0.570729718711782	2007.42857142857	0	2006	0	1996.5	0	2003
axel heiberg island	-0.1306	-0.2638	1	43	217	0.177428770933733	2006.05806451613	0.186273565211806	2006.72413793103	0.0749976563232399	2006.25	0.0737123376025062	2013.125	0.706693143324378	2006.07438016529	0.00665734638173224	2010	0.00846811753747142	2018	0.0225326723749437	1996	0.0931966449207829	2012	0.105097214923805	1998	0.0637551801083838	2009.5	0.0233508464681845	2014.5	0.0600600600600601	2014	0.0635324015247776	2002	0.113421550094518	1999.33333333333	0	1990	0	1990	0.106780565936999	2008.5	0	1990	0	1990	0	1990	0.0228102189781022	1996	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
baffin	-0.0558	-0.4461	1	13	28	0.0251834384551105	2009	0.00963483957992099	2005	0	1990	0.00921404220031328	2016	0.122649223221586	2008.95238095238	0.00665734638173224	2005	0	1990	0.0225326723749437	2012	0.0310655483069276	2013	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0228102189781022	2016	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
baffin bay	0.0795	-0.3638	1	106	1621	0.679952838287984	2009.31481481482	0.680861996981084	2009.33018867925	0.618730664666729	2011.93939393939	0.515986363217544	2011.14285714286	1.95070669314332	2009.19161676647	0.252979162505825	2012.86842105263	0.110085527987128	2009.46153846154	0.901306894997747	2012.375	0.900900900900901	2014.51724137931	0.525486074619023	2013.2	0.318775900541919	2007.6	1.3543490951547	2009.19827586207	0.42042042042042	2012.85714285714	0.254129606099111	2012	0.415879017013233	2016.18181818182	0.30188679245283	2011.25	0.161394448030988	2012	0.320341697810998	2015	0.213675213675214	2014	0.445930880713489	2012.75	0.0376506024096386	2000	0.52463503649635	2012.34782608696	0.278551532033426	2014.5	0.778859527121001	2007	0.594353640416048	2003.25	0	2000	0.244598450876478	2015	0	2006	0	1996.5	0.448430493273543	2008
baffin island	0.0089	-0.4825	1	93	789	0.647901189345116	2006.56713780919	0.668015544207856	2006.29326923077	0.543733008343489	2010.75862068966	0.147424675205012	2009.0625	2.23104777479266	2007.0890052356	0.0732308101990547	2008	0.0169362350749428	2016.5	0.337990085624155	2013.2	0.310655483069276	2015.4	0.578034682080925	2008.36363636364	0.318775900541919	2004	0.443666082895505	2004.89473684211	0.3003003003003	2009.6	0.190597204574333	2010.33333333333	0.453686200378072	2009.5	0	1990	0.0645577792123951	2006	0.213561131873999	2010	0.641025641025641	2010.66666666667	0	1990	0.0376506024096386	2004	0.114051094890511	2014.6	0.557103064066852	2008	0.250347705146036	2001.44444444444	0.297176820208024	2001.5	0	2000	0	1995	0	2006	0	1996.5	0	2003
bakaninbreen	0.4184	-0.1895	10	5	16	0.0125917192275553	2003.18181818182	0.006423226386614	2008.5	0.103121777444455	2003.18181818182	0	1990	0	1990	0.00665734638173224	2009	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0.278551532033426	2001	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
banks island	-0.1741	-0.3829	1	59	239	0.146521823738825	2004.953125	0.134887754118894	2006.16666666667	0.11249648448486	2005.91666666667	0.0184280844006266	2011.5	0.508118210489429	2004.98850574713	0.0199720391451967	2009.33333333333	0.0508087052248285	2004.16666666667	0	1990	0.0310655483069276	2012	0.367840252233316	2002.28571428571	0	1990	0	1990	0.04004004004004	2003	0	1990	0	1990	0	1990	0.0322788896061975	2016	0.0533902829684997	2011	0	1990	0	1990	0	1990	0	1994.5	0.139275766016713	2017	0	1992	0	1997	0	2000	0.040766408479413	2009	0	2006	0	1996.5	0	2003
barents sea	-0.3303	0.4551	2	127	4190	3.91716938151765	2008.03302162478	1.55120917236728	2006.90062111801	2.84991094028312	2009.70065789474	3.63954666912374	2007.3746835443	1.05711949538605	2008.62983425414	11.8567339058651	2008.2279618192	7.89228554492336	2008.8025751073	2.54619197836863	2009.96460176991	2.85803044423734	2012.97826086957	1.99684708355229	2010.28947368421	1.27510360216768	2010.1	1.8096906012843	2010.31612903226	2.64264264264264	2008.48484848485	4.57433290978399	2011.77777777778	2.94896030245747	2008.70512820513	4.30188679245283	2011.43859649123	2.77598450613299	2009.45348837209	1.92205018686599	2011.69444444444	0.641025641025641	2007	1.44927536231884	2010.53846153846	4.14156626506024	2011.88181818182	3.62682481751825	2007.54088050314	3.62116991643454	2013.03846153846	1.50208623087622	2007.31481481481	1.04011887072808	2014.28571428571	0	2000	7.33795352629433	2006.36666666667	1.51843817787419	2016.28571428571	5.76671035386632	2009.81818181818	1.34529147982063	2012.33333333333
barents sea opening	-0.4183	0.0893	12	28	138	0.0457880699183828	2011.225	0.022481292353149	2013.71428571429	0.0749976563232399	2014.5	0.0921404220031328	2011.1	0.0292021960051396	2015.6	0.153118966779842	2009.17391304348	0.0338724701498857	2007.25	0.067598017124831	2015.66666666667	0.186393289841566	2013.66666666667	0.0525486074619023	2016	0.0318775900541919	2016	0	1990	0.0600600600600601	2012.66666666667	0.0635324015247776	2016	0	1990	0.0754716981132076	2016	0.0322788896061975	2002	0	1990	0	1990	0	1990	0.150602409638554	2014.75	0.182481751824818	2013.625	0	1994	0.0556328233657858	2016.5	0	1997	0	2000	0.203832042397065	2007.2	0	2006	0.131061598951507	2007	0	2003
barentsburg	-0.223	0.5806	2	21	81	0.0572350873979785	2009.66	0.003211613193307	1991	0.0374988281616199	2006.75	0.0368561688012531	2013.75	0.0175213176030838	2005	0.113174888489448	2009.82352941176	0.338724701498857	2010.025	0	1990	0	1990	0	1990	0	1990	0.0350262697022767	2014.66666666667	0.0800800800800801	2008.75	0.0635324015247776	2005	0.0378071833648393	2016	0.150943396226415	2013	0.12911555842479	2004.25	0	1990	0	1990	0	1990	0.150602409638554	2013.75	0	1994.5	0	1994	0	1992	0	1997	0	2000	0.040766408479413	2019	0	2006	0.393184796854522	2014	0	2003
barentsoya	-0.0942	0.6827	4	18	77	0.024038736707151	2005.61904761905	0.003211613193307	2018	0.0468735352020249	2004	0.0184280844006266	2007	0	1990	0.0865455029625191	2006.15384615385	0	1990	0.0450653447498873	2016.5	0	1990	0	1990	0	1990	0.0116754232340922	1995	0.0600600600600601	1995	0	1990	0.0378071833648393	2018	0.0754716981132076	2017	0	1990	0	1990	0	1990	0	1990	0.0753012048192771	2010.5	0	1994.5	0	1994	0	1992	0	1997	0	2000	0.326131267835304	2002.5	0	2006	0	1996.5	0	2003
barrow strait	-0.0164	-0.4018	1	24	115	0.0606691926418572	2005.20754716981	0.03211613193307	2007.7	0.0749976563232399	2010.5	0.00921404220031328	1997	0.256979324845228	2004.65909090909	0.00665734638173224	2017	0.0169362350749428	2006	0.157728706624606	2009.57142857143	0.0310655483069276	2017	0	1990	0.0318775900541919	2001	0.0116754232340922	2003	0.02002002002002	2014	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0753012048192771	2007.5	0	1994.5	0.139275766016713	1994	0.0278164116828929	2010	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
bathurst island	-0.087	-0.3444	1	18	70	0.0515115786581806	2006.24444444444	0.022481292353149	2008	0.01874941408081	2000.5	0.0368561688012531	2003	0.221936689639061	2007.23684210526	0.00665734638173224	2012	0	1990	0.0225326723749437	2015	0	1990	0.0525486074619023	1995	0	1990	0.0350262697022767	2003.66666666667	0	1990	0	1990	0	1990	0	1990	0	1990	0.106780565936999	2003.5	0	1990	0	1990	0	1990	0	1994.5	0.139275766016713	2001	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
